Tile	Base	Mean	sample
1101	80-81	0.0804498595620089	jurkat100-1-5
1101	82-83	-0.022781097910353765	jurkat100-1-5
1101	84-85	0.013994622468452178	jurkat100-1-5
1101	86-87	0.12854359515188918	jurkat100-1-5
1101	88-89	-0.042802210754473435	jurkat100-1-5
1101	90-91	0.02613669618908432	jurkat100-1-5
1101	92-93	-0.02297680954195158	jurkat100-1-5
1101	94-95	0.10884239180110455	jurkat100-1-5
1101	96-97	0.0389441278488718	jurkat100-1-5
1101	98-99	0.09746497841638302	jurkat100-1-5
1101	100	-0.0955332873432937	jurkat100-1-5
1102	1	0.030096269190039493	jurkat100-1-5
1102	2	-0.194526458735794	jurkat100-1-5
1102	3	-0.12984548294249265	jurkat100-1-5
1102	4	0.05209714109162178	jurkat100-1-5
1102	5	0.15264517842539504	jurkat100-1-5
1102	6	0.09751683658294752	jurkat100-1-5
1102	7	0.07063450364206858	jurkat100-1-5
1102	8	-0.008943691429827538	jurkat100-1-5
1102	9	0.11544708541186566	jurkat100-1-5
1102	10-11	0.07842782775512802	jurkat100-1-5
1102	12-13	0.024469148290030773	jurkat100-1-5
1102	14-15	0.09896721706832778	jurkat100-1-5
1102	16-17	0.008367633656440887	jurkat100-1-5
1102	18-19	-0.018452656976776893	jurkat100-1-5
1102	20-21	0.0053084045177484995	jurkat100-1-5
1102	22-23	0.0525411553965327	jurkat100-1-5
1102	24-25	-0.004992892213770972	jurkat100-1-5
1102	26-27	0.10126978528165154	jurkat100-1-5
1102	28-29	0.0533880612263431	jurkat100-1-5
1102	30-31	0.10635826329147591	jurkat100-1-5
1102	32-33	0.14546554628157082	jurkat100-1-5
1102	34-35	0.1423779718645406	jurkat100-1-5
1102	36-37	0.03863860818886877	jurkat100-1-5
1102	38-39	0.040599068655744475	jurkat100-1-5
1102	40-41	0.08072988495834466	jurkat100-1-5
1102	42-43	0.050077143329168905	jurkat100-1-5
1102	44-45	0.012488917633156404	jurkat100-1-5
1102	46-47	0.06253518251140378	jurkat100-1-5
1102	48-49	0.08417005464702498	jurkat100-1-5
1102	50-51	0.10843280583567605	jurkat100-1-5
1102	52-53	0.00919208874506694	jurkat100-1-5
1102	54-55	0.052617931024514064	jurkat100-1-5
1102	56-57	0.09120613859931836	jurkat100-1-5
1102	58-59	0.09307542337499797	jurkat100-1-5
1102	60-61	0.12522394222737887	jurkat100-1-5
1102	62-63	0.1240301862705735	jurkat100-1-5
1102	64-65	0.17110842906786417	jurkat100-1-5
1102	66-67	0.15727791667069368	jurkat100-1-5
1102	68-69	0.05370247492538027	jurkat100-1-5
1102	70-71	0.14325633905437485	jurkat100-1-5
1102	72-73	-0.004304323944481325	jurkat100-1-5
1102	74-75	0.0217024952805005	jurkat100-1-5
1102	76-77	0.03980863639345955	jurkat100-1-5
1102	78-79	0.04448954707349628	jurkat100-1-5
1102	80-81	0.008849903187261532	jurkat100-1-5
1102	82-83	0.008301899144939284	jurkat100-1-5
1102	84-85	0.06963388499481482	jurkat100-1-5
1102	86-87	0.08956049787221332	jurkat100-1-5
1102	88-89	0.015225495639981546	jurkat100-1-5
1102	90-91	-0.05053604627313746	jurkat100-1-5
1102	92-93	-0.07441221624051764	jurkat100-1-5
1102	94-95	0.0027620606778668844	jurkat100-1-5
1102	96-97	0.023903969909262912	jurkat100-1-5
1102	98-99	-0.1373846501217102	jurkat100-1-5
1102	100	-0.2522497052537389	jurkat100-1-5
1103	1	-0.08487311701969702	jurkat100-1-5
1103	2	0.2259101393473273	jurkat100-1-5
1103	3	0.1773958143033525	jurkat100-1-5
1103	4	0.18093468246892286	jurkat100-1-5
1103	5	0.17819633482616837	jurkat100-1-5
1103	6	0.14688833438697202	jurkat100-1-5
1103	7	0.12035216444559893	jurkat100-1-5
1103	8	0.12006693144722647	jurkat100-1-5
1103	9	0.13647648763164	jurkat100-1-5
1103	10-11	0.10919306433589782	jurkat100-1-5
1103	12-13	0.10705065885881737	jurkat100-1-5
1103	14-15	0.17555578070822975	jurkat100-1-5
1103	16-17	0.16250752677861868	jurkat100-1-5
1103	18-19	0.16603058657052827	jurkat100-1-5
1103	20-21	0.18092122120280862	jurkat100-1-5
1103	22-23	0.19729137715720668	jurkat100-1-5
1103	24-25	0.13853494145491396	jurkat100-1-5
1103	26-27	0.17133533989969152	jurkat100-1-5
1103	28-29	0.18900823387514265	jurkat100-1-5
1103	30-31	0.18798782561163563	jurkat100-1-5
1103	32-33	0.20779652137947124	jurkat100-1-5
1103	34-35	0.20940378264319293	jurkat100-1-5
1103	36-37	0.18808366563029466	jurkat100-1-5
1103	38-39	0.1554386437406663	jurkat100-1-5
1103	40-41	0.18583362568226391	jurkat100-1-5
1103	42-43	0.19708824218034238	jurkat100-1-5
1103	44-45	0.1995792012704669	jurkat100-1-5
1103	46-47	0.19806881441032687	jurkat100-1-5
1103	48-49	0.20561917950369235	jurkat100-1-5
1103	50-51	0.2088417108788434	jurkat100-1-5
1103	52-53	0.14333025105224806	jurkat100-1-5
1103	54-55	0.19084514376331185	jurkat100-1-5
1103	56-57	0.18509203462060952	jurkat100-1-5
1103	58-59	0.1686146804226567	jurkat100-1-5
1103	60-61	0.21885021599904064	jurkat100-1-5
1103	62-63	0.16470433871210588	jurkat100-1-5
1103	64-65	0.22517476255264768	jurkat100-1-5
1103	66-67	0.2110846279058478	jurkat100-1-5
1103	68-69	0.2017520627750642	jurkat100-1-5
1103	70-71	0.21112982849760442	jurkat100-1-5
1103	72-73	0.21107126290998224	jurkat100-1-5
1103	74-75	0.18511553163818206	jurkat100-1-5
1103	76-77	0.1960920734499112	jurkat100-1-5
1103	78-79	0.16026400955703934	jurkat100-1-5
1103	80-81	0.18116232091433915	jurkat100-1-5
1103	82-83	0.18500220629719877	jurkat100-1-5
1103	84-85	0.19972202779501202	jurkat100-1-5
1103	86-87	0.08436715951901874	jurkat100-1-5
1103	88-89	0.16753758316268375	jurkat100-1-5
1103	90-91	0.2460115005709298	jurkat100-1-5
1103	92-93	0.24784108025296092	jurkat100-1-5
1103	94-95	0.12548023052938362	jurkat100-1-5
1103	96-97	0.10803521375197533	jurkat100-1-5
1103	98-99	0.2263288958599361	jurkat100-1-5
1103	100	0.2089779908521976	jurkat100-1-5
1104	1	0.12300706731210198	jurkat100-1-5
1104	2	0.06915898727359604	jurkat100-1-5
1104	3	0.1379948926443646	jurkat100-1-5
1104	4	0.05653376080993411	jurkat100-1-5
1104	5	-0.09620458683281896	jurkat100-1-5
1104	6	-0.03907940754850614	jurkat100-1-5
1104	7	-0.02218239776637887	jurkat100-1-5
1104	8	0.05988259964998832	jurkat100-1-5
1104	9	0.06629215583440384	jurkat100-1-5
1104	10-11	0.07744191226216657	jurkat100-1-5
1104	12-13	0.03951609664683531	jurkat100-1-5
1104	14-15	0.028896794533117998	jurkat100-1-5
1104	16-17	0.05045683553437641	jurkat100-1-5
1104	18-19	0.007263305464533687	jurkat100-1-5
1104	20-21	0.09230370968207069	jurkat100-1-5
1104	22-23	0.08524068591296441	jurkat100-1-5
1104	24-25	-0.0011079156879461038	jurkat100-1-5
1104	26-27	0.054826123309830166	jurkat100-1-5
1104	28-29	0.035782427423527	jurkat100-1-5
1104	30-31	0.03226201916002225	jurkat100-1-5
1104	32-33	-0.010579054657398501	jurkat100-1-5
1104	34-35	0.06852820660632375	jurkat100-1-5
1104	36-37	-0.05146702561394534	jurkat100-1-5
1104	38-39	-0.0018539829874413272	jurkat100-1-5
1104	40-41	-0.06739218076934606	jurkat100-1-5
1104	42-43	0.037929256005227785	jurkat100-1-5
1104	44-45	0.00713680495709923	jurkat100-1-5
1104	46-47	0.05773471302783406	jurkat100-1-5
1104	48-49	-0.044714921878799885	jurkat100-1-5
1104	50-51	6.159044272280312E-4	jurkat100-1-5
1104	52-53	-0.046312606090609165	jurkat100-1-5
1104	54-55	0.031444222104326514	jurkat100-1-5
1104	56-57	0.002015997754241994	jurkat100-1-5
1104	58-59	-0.021419881789327633	jurkat100-1-5
1104	60-61	0.04194929434005701	jurkat100-1-5
1104	62-63	0.0531029562236256	jurkat100-1-5
1104	64-65	-0.19829297938283474	jurkat100-1-5
1104	66-67	-0.05120799882226379	jurkat100-1-5
1104	68-69	0.022892615770452096	jurkat100-1-5
1104	70-71	0.15293943764592655	jurkat100-1-5
1104	72-73	0.09357126290998252	jurkat100-1-5
1104	74-75	0.12860390373120367	jurkat100-1-5
1104	76-77	0.10527811996153957	jurkat100-1-5
1104	78-79	0.016659358394250035	jurkat100-1-5
1104	80-81	0.052906506960852084	jurkat100-1-5
1104	82-83	0.1309905783902252	jurkat100-1-5
1104	84-85	0.13425473807538424	jurkat100-1-5
1104	86-87	0.06416098847689256	jurkat100-1-5
1104	88-89	0.13392324981369086	jurkat100-1-5
1104	90-91	0.07504284308517839	jurkat100-1-5
1104	92-93	0.095045519006689	jurkat100-1-5
1104	94-95	0.07247170317477725	jurkat100-1-5
1104	96-97	0.1132034052349482	jurkat100-1-5
1104	98-99	0.016063651494519604	jurkat100-1-5
1104	100	0.16386520889730605	jurkat100-1-5
1105	1	-0.12173947646670058	jurkat100-1-5
1105	2	0.09226958635193938	jurkat100-1-5
1105	3	0.15435433964896816	jurkat100-1-5
1105	4	0.20858445205417553	jurkat100-1-5
1105	5	0.035339191969022465	jurkat100-1-5
1105	6	0.05011414083858767	jurkat100-1-5
1105	7	0.03740285568984092	jurkat100-1-5
1105	8	0.12006693144722647	jurkat100-1-5
1105	9	0.048918883944999436	jurkat100-1-5
1105	10-11	0.09997647447414693	jurkat100-1-5
1105	12-13	0.11626724872057537	jurkat100-1-5
1105	14-15	0.09260647195246463	jurkat100-1-5
1105	16-17	0.07725407055741584	jurkat100-1-5
1105	18-19	-0.004476325871870301	jurkat100-1-5
1105	20-21	0.09797191244704351	jurkat100-1-5
1105	22-23	0.1281669531940679	jurkat100-1-5
1105	24-25	0.18922618569454386	jurkat100-1-5
1105	26-27	0.10221091593655274	jurkat100-1-5
1105	28-29	0.19822482373689354	jurkat100-1-5
1105	30-31	0.18798782561163563	jurkat100-1-5
1105	32-33	0.06493937852232534	jurkat100-1-5
1105	34-35	0.1771457181270648	jurkat100-1-5
1105	36-37	0.14660901125241566	jurkat100-1-5
1105	38-39	0.08861836724296523	jurkat100-1-5
1105	40-41	0.04067233535968029	jurkat100-1-5
1105	42-43	0.12335552328632815	jurkat100-1-5
1105	44-45	0.08206768053313596	jurkat100-1-5
1105	46-47	0.16350660242876103	jurkat100-1-5
1105	48-49	0.1687528200566888	jurkat100-1-5
1105	50-51	0.1581504666392064	jurkat100-1-5
1105	52-53	0.14333025105224095	jurkat100-1-5
1105	54-55	0.15167463685086346	jurkat100-1-5
1105	56-57	0.07679710374502946	jurkat100-1-5
1105	58-59	0.03598752561808283	jurkat100-1-5
1105	60-61	0.16741225730301323	jurkat100-1-5
1105	62-63	0.1678122585492119	jurkat100-1-5
1105	64-65	0.12862562526832022	jurkat100-1-5
1105	66-67	0.09264714136465102	jurkat100-1-5
1105	68-69	0.07371037277979298	jurkat100-1-5
1105	70-71	0.06707495166462252	jurkat100-1-5
1105	72-73	0.11177219748942235	jurkat100-1-5
1105	74-75	0.07224876354428744	jurkat100-1-5
1105	76-77	0.06457718538209889	jurkat100-1-5
1105	78-79	0.07954931495605422	jurkat100-1-5
1105	80-81	0.17480791541155583	jurkat100-1-5
1105	82-83	0.15069715116017335	jurkat100-1-5
1105	84-85	0.19397083338941457	jurkat100-1-5
1105	86-87	0.20652374565902676	jurkat100-1-5
1105	88-89	0.20562610370579648	jurkat100-1-5
1105	90-91	0.17650506285674794	jurkat100-1-5
1105	92-93	0.18480567985690044	jurkat100-1-5
1105	94-95	0.1941227332550497	jurkat100-1-5
1105	96-97	0.17007587879486863	jurkat100-1-5
1105	98-99	0.14084777495010314	jurkat100-1-5
1105	100	0.1154042126567063	jurkat100-1-5
1106	1	0.21573434003937564	jurkat100-1-5
1106	2	0.12324989636450567	jurkat100-1-5
1106	3	0.15163125628073004	jurkat100-1-5
1106	4	-0.013011693735521135	jurkat100-1-5
1106	5	0.07061359498536035	jurkat100-1-5
1106	6	0.10319331972421963	jurkat100-1-5
1106	7	0.13145396586998714	jurkat100-1-5
1106	8	0.08533714510453194	jurkat100-1-5
1106	9	0.15629215583440015	jurkat100-1-5
1106	10-11	0.12016918498944307	jurkat100-1-5
1106	12-13	0.09769791482865742	jurkat100-1-5
1106	14-15	0.0948058854422058	jurkat100-1-5
1106	16-17	0.10454774462528604	jurkat100-1-5
1106	18-19	0.09885421455544474	jurkat100-1-5
1106	20-21	0.11639461877297919	jurkat100-1-5
1106	22-23	0.14387704954932445	jurkat100-1-5
1106	24-25	0.18593753885750886	jurkat100-1-5
1106	26-27	0.18187157785528285	jurkat100-1-5
1106	28-29	0.14941879105988676	jurkat100-1-5
1106	30-31	0.1347620191600214	jurkat100-1-5
1106	32-33	0.11783003625169641	jurkat100-1-5
1106	34-35	0.16943729751541525	jurkat100-1-5
1106	36-37	0.10966933802242096	jurkat100-1-5
1106	38-39	0.15700965337619266	jurkat100-1-5
1106	40-41	0.1416987283215576	jurkat100-1-5
1106	42-43	0.16179289236886518	jurkat100-1-5
1106	44-45	0.12350044132073634	jurkat100-1-5
1106	46-47	0.12205289484601423	jurkat100-1-5
1106	48-49	0.161421441757561	jurkat100-1-5
1106	50-51	0.12152499533631556	jurkat100-1-5
1106	52-53	0.11573284845484011	jurkat100-1-5
1106	54-55	0.14689876755886644	jurkat100-1-5
1106	56-57	0.1390614522996998	jurkat100-1-5
1106	58-59	0.1478983000288565	jurkat100-1-5
1106	60-61	0.09990383979459949	jurkat100-1-5
1106	62-63	0.18060295622363043	jurkat100-1-5
1106	64-65	0.21102520243534428	jurkat100-1-5
1106	66-67	0.09220109208682459	jurkat100-1-5
1106	68-69	0.09902897940681754	jurkat100-1-5
1106	70-71	0.14498489219138122	jurkat100-1-5
1106	72-73	0.18152580836452614	jurkat100-1-5
1106	74-75	0.20224026736756429	jurkat100-1-5
1106	76-77	0.20391448359789877	jurkat100-1-5
1106	78-79	0.17347754021243134	jurkat100-1-5
1106	80-81	0.1397246887790331	jurkat100-1-5
1106	82-83	0.16121785111749176	jurkat100-1-5
1106	84-85	0.19470928352993155	jurkat100-1-5
1106	86-87	0.2357690286778933	jurkat100-1-5
1106	88-89	0.23015440559259304	jurkat100-1-5
1106	90-91	0.2082074032597916	jurkat100-1-5
1106	92-93	0.16575950821383145	jurkat100-1-5
1106	94-95	0.17325255843506682	jurkat100-1-5
1106	96-97	0.15147592805529797	jurkat100-1-5
1106	98-99	0.1740383127742149	jurkat100-1-5
1106	100	0.13419644238643258	jurkat100-1-5
1107	1	0.08665786096289452	jurkat100-1-5
1107	2	-0.008856885742275722	jurkat100-1-5
1107	3	0.006248860898331543	jurkat100-1-5
1107	4	-0.06957735030118073	jurkat100-1-5
1107	5	-0.16755379318203012	jurkat100-1-5
1107	6	-0.19630162977072985	jurkat100-1-5
1107	7	-0.27583319141717055	jurkat100-1-5
1107	8	-0.113292003524613	jurkat100-1-5
1107	9	-0.2476760981338515	jurkat100-1-5
1107	10-11	-0.08589142107116032	jurkat100-1-5
1107	12-13	-0.07881723668649698	jurkat100-1-5
1107	14-15	-0.04967463403831829	jurkat100-1-5
1107	16-17	-0.014463799386255971	jurkat100-1-5
1107	18-19	-0.03206209136085647	jurkat100-1-5
1107	20-21	-0.05896613158777342	jurkat100-1-5
1107	22-23	4.7878115105959296E-4	jurkat100-1-5
1107	24-25	-0.026147598227630908	jurkat100-1-5
1107	26-27	-0.024261178277477313	jurkat100-1-5
1107	28-29	-0.06342392178282097	jurkat100-1-5
1107	30-31	-0.06841258401458106	jurkat100-1-5
1107	32-33	-0.042523499101839946	jurkat100-1-5
1107	34-35	7.504288285460348E-4	jurkat100-1-5
1107	36-37	-0.06031623196314939	jurkat100-1-5
1107	38-39	-0.10038572901919451	jurkat100-1-5
1107	40-41	-0.06461440299157317	jurkat100-1-5
1107	42-43	-0.026158045582079126	jurkat100-1-5
1107	44-45	0.021263789084088103	jurkat100-1-5
1107	46-47	0.06206010985322763	jurkat100-1-5
1107	48-49	0.055721586057707384	jurkat100-1-5
1107	50-51	-0.05946346065213959	jurkat100-1-5
1107	52-53	-0.059050701328708044	jurkat100-1-5
1107	54-55	-0.13307958741948767	jurkat100-1-5
1107	56-57	-0.12500781176956366	jurkat100-1-5
1107	58-59	-0.07876115163058728	jurkat100-1-5
1107	60-61	-0.12094753105677114	jurkat100-1-5
1107	62-63	0.013142638763312675	jurkat100-1-5
1107	64-65	0.016905433315571372	jurkat100-1-5
1107	66-67	0.004863429749164538	jurkat100-1-5
1107	68-69	-0.21024230486447237	jurkat100-1-5
1107	70-71	0.028931501137989812	jurkat100-1-5
1107	72-73	-0.0111509593122463	jurkat100-1-5
1107	74-75	-0.12354749069110227	jurkat100-1-5
1107	76-77	-0.1557378162934384	jurkat100-1-5
1107	78-79	-0.006946219294988509	jurkat100-1-5
1107	80-81	-0.06914335809505445	jurkat100-1-5
1107	82-83	-0.1131223248355866	jurkat100-1-5
1107	84-85	-0.18409709684690512	jurkat100-1-5
1107	86-87	-0.21788950790747208	jurkat100-1-5
1107	88-89	-0.2499268952204119	jurkat100-1-5
1107	90-91	-0.04025896776755644	jurkat100-1-5
1107	92-93	-0.0368835275565047	jurkat100-1-5
1107	94-95	-0.06345827857401787	jurkat100-1-5
1107	96-97	-0.17208090689759103	jurkat100-1-5
1107	98-99	-0.045826657454611563	jurkat100-1-5
1107	100	-0.08965093440211547	jurkat100-1-5
1108	1	0.03549633769836902	jurkat100-1-5
1108	2	0.08518903019205482	jurkat100-1-5
1108	3	0.03477600852419016	jurkat100-1-5
1108	4	0.11127625008032282	jurkat100-1-5
1108	5	0.039868374540567686	jurkat100-1-5
1108	6	-0.06742704703349034	jurkat100-1-5
1108	7	-0.0798218827449233	jurkat100-1-5
1108	8	0.016706633984753694	jurkat100-1-5
1108	9	-0.09134732914414201	jurkat100-1-5
1108	10-11	0.022120023850156656	jurkat100-1-5
1108	12-13	-0.06522639262354346	jurkat100-1-5
1108	14-15	-0.0808671539647392	jurkat100-1-5
1108	16-17	0.0029675651481042564	jurkat100-1-5
1108	18-19	0.0208791852928627	jurkat100-1-5
1108	20-21	-0.03529285684153649	jurkat100-1-5
1108	22-23	0.04418918376703829	jurkat100-1-5
1108	24-25	0.07967534611462668	jurkat100-1-5
1108	26-27	0.039128698417123076	jurkat100-1-5
1108	28-29	0.015396161329107372	jurkat100-1-5
1108	30-31	-6.457061618689863E-4	jurkat100-1-5
1108	32-33	0.03228575220955321	jurkat100-1-5
1108	34-35	0.051060395447528606	jurkat100-1-5
1108	36-37	-0.1774648796912004	jurkat100-1-5
1108	38-39	-0.021199476549682572	jurkat100-1-5
1108	40-41	0.05943185356541392	jurkat100-1-5
1108	42-43	-0.1301501431364045	jurkat100-1-5
1108	44-45	-0.04762714354075115	jurkat100-1-5
1108	46-47	0.032723983414108204	jurkat100-1-5
1108	48-49	-0.019811488402403654	jurkat100-1-5
1108	50-51	0.015916333611777134	jurkat100-1-5
1108	52-53	-0.039992863601341355	jurkat100-1-5
1108	54-55	0.011744651288871921	jurkat100-1-5
1108	56-57	-0.10893893786807496	jurkat100-1-5
1108	58-59	-0.05516451698245817	jurkat100-1-5
1108	60-61	-0.07398418205480084	jurkat100-1-5
1108	62-63	-0.12433266609396298	jurkat100-1-5
1108	64-65	0.06613539119582157	jurkat100-1-5
1108	66-67	0.09784372531566277	jurkat100-1-5
1108	68-69	0.01858227094286491	jurkat100-1-5
1108	70-71	-0.047006449799958716	jurkat100-1-5
1108	72-73	-0.003755576916859127	jurkat100-1-5
1108	74-75	-0.04451297938567933	jurkat100-1-5
1108	76-77	0.05239933208275005	jurkat100-1-5
1108	78-79	0.0646030813379781	jurkat100-1-5
1108	80-81	-0.02737487832053631	jurkat100-1-5
1108	82-83	0.022473262372905367	jurkat100-1-5
1108	84-85	0.02751560764060912	jurkat100-1-5
1108	86-87	0.03642405051196107	jurkat100-1-5
1108	88-89	0.02360801778901589	jurkat100-1-5
1108	90-91	0.05890262348897579	jurkat100-1-5
1108	92-93	-0.1658008299453897	jurkat100-1-5
1108	94-95	-0.2822330105691293	jurkat100-1-5
1108	96-97	-0.07029518159948367	jurkat100-1-5
1108	98-99	-0.1359859165844597	jurkat100-1-5
1108	100	0.030365993232244648	jurkat100-1-5
1109	1	0.028007067312103118	jurkat100-1-5
1109	2	0.09415898727359462	jurkat100-1-5
1109	3	0.19799489264435977	jurkat100-1-5
1109	4	0.1365337608099324	jurkat100-1-5
1109	5	0.08379541316718075	jurkat100-1-5
1109	6	0.10092059245149443	jurkat100-1-5
1109	7	0.10781760223362369	jurkat100-1-5
1109	8	0.06988259964998633	jurkat100-1-5
1109	9	0.126292155834399	jurkat100-1-5
1109	10-11	0.1324419122621734	jurkat100-1-5
1109	12-13	0.11951609664684071	jurkat100-1-5
1109	14-15	0.1288967945331123	jurkat100-1-5
1109	16-17	0.042956835534376125	jurkat100-1-5
1109	18-19	0.10976330546453283	jurkat100-1-5
1109	20-21	0.12730370968206728	jurkat100-1-5
1109	22-23	0.19024068591296128	jurkat100-1-5
1109	24-25	0.12139208431205617	jurkat100-1-5
1109	26-27	0.1473261233098313	jurkat100-1-5
1109	28-29	0.1957824274235236	jurkat100-1-5
1109	30-31	0.1347620191600143	jurkat100-1-5
1109	32-33	0.1669209453426035	jurkat100-1-5
1109	34-35	0.13352820660632858	jurkat100-1-5
1109	36-37	0.1760329743860538	jurkat100-1-5
1109	38-39	0.160646017012553	jurkat100-1-5
1109	40-41	0.17260781923064883	jurkat100-1-5
1109	42-43	0.17042925600522096	jurkat100-1-5
1109	44-45	0.18713680495709895	jurkat100-1-5
1109	46-47	0.12023471302783406	jurkat100-1-5
1109	48-49	0.15278507812120523	jurkat100-1-5
1109	50-51	0.18061590442722775	jurkat100-1-5
1109	52-53	0.008687393909383445	jurkat100-1-5
1109	54-55	0.10644422210432225	jurkat100-1-5
1109	56-57	0.1445159977542474	jurkat100-1-5
1109	58-59	0.1410801182106809	jurkat100-1-5
1109	60-61	0.1744492943400502	jurkat100-1-5
1109	62-63	0.21560295622362702	jurkat100-1-5
1109	64-65	0.18420702061715843	jurkat100-1-5
1109	66-67	0.09379200117773223	jurkat100-1-5
1109	68-69	0.15289261577044755	jurkat100-1-5
1109	70-71	0.11793943764592996	jurkat100-1-5
1109	72-73	0.06857126290998394	jurkat100-1-5
1109	74-75	0.1138564289837305	jurkat100-1-5
1109	76-77	0.0845482322519544	jurkat100-1-5
1109	78-79	-0.03905130150422309	jurkat100-1-5
1109	80-81	0.1599369638136423	jurkat100-1-5
1109	82-83	0.1303687509790592	jurkat100-1-5
1109	84-85	0.1604792278713063	jurkat100-1-5
1109	86-87	0.17148331439218367	jurkat100-1-5
1109	88-89	0.16586869130687631	jurkat100-1-5
1109	90-91	0.23135211569021408	jurkat100-1-5
1109	92-93	0.2083535413721549	jurkat100-1-5
1109	94-95	0.1981291826614182	jurkat100-1-5
1109	96-97	0.20764144218788516	jurkat100-1-5
1109	98-99	0.1953209493460335	jurkat100-1-5
1109	100	0.25409077280708203	jurkat100-1-5
1110	1	-0.020001062769196665	jurkat100-1-5
1110	2	0.07554110109473555	jurkat100-1-5
1110	3	-0.04940348133937533	jurkat100-1-5
1110	4	-0.07025485707624313	jurkat100-1-5
1110	5	-0.028277757564531214	jurkat100-1-5
1110	6	-5.021717761479749E-4	jurkat100-1-5
1110	7	-0.06145069044930551	jurkat100-1-5
1110	8	-0.012149920675213366	jurkat100-1-5
1110	9	-0.05671597424689878	jurkat100-1-5
1110	10-11	0.08484028624590678	jurkat100-1-5
1110	12-13	0.06142666575253486	jurkat100-1-5
1110	14-15	0.04657972136238442	jurkat100-1-5
1110	16-17	0.09911537211974064	jurkat100-1-5
1110	18-19	0.05277143554583574	jurkat100-1-5
1110	20-21	0.016043547080442977	jurkat100-1-5
1110	22-23	0.06885857209182689	jurkat100-1-5
1110	24-25	0.029359563986851356	jurkat100-1-5
1110	26-27	-0.017389323844646754	jurkat100-1-5
1110	28-29	0.04797754937474963	jurkat100-1-5
1110	30-31	0.024599417533998746	jurkat100-1-5
1110	32-33	-0.009664420511050764	jurkat100-1-5
1110	34-35	-0.0121221998977461	jurkat100-1-5
1110	36-37	0.03729313698767811	jurkat100-1-5
1110	38-39	0.04910130156540049	jurkat100-1-5
1110	40-41	0.08342082736072598	jurkat100-1-5
1110	42-43	0.0477869795824617	jurkat100-1-5
1110	44-45	0.04323436593271168	jurkat100-1-5
1110	46-47	-0.04309862030549283	jurkat100-1-5
1110	48-49	-0.023353133260911818	jurkat100-1-5
1110	50-51	-0.14763612809309734	jurkat100-1-5
1110	52-53	0.026024792283372733	jurkat100-1-5
1110	54-55	-0.08270211935909089	jurkat100-1-5
1110	56-57	0.07780868068107338	jurkat100-1-5
1110	58-59	0.025429711706614455	jurkat100-1-5
1110	60-61	0.06115661141322448	jurkat100-1-5
1110	62-63	0.07044035459760778	jurkat100-1-5
1110	64-65	0.010711085657810315	jurkat100-1-5
1110	66-67	-0.0680169419116936	jurkat100-1-5
1110	68-69	0.001395602330930501	jurkat100-1-5
1110	70-71	0.05472515193163474	jurkat100-1-5
1110	72-73	0.027907997603861645	jurkat100-1-5
1110	74-75	-0.0695593615749246	jurkat100-1-5
1110	76-77	-0.10666065554866577	jurkat100-1-5
1110	78-79	-0.054259008952683985	jurkat100-1-5
